"","...1","titulo","eleccion","circuito","candidato","N°","agrupacion","votos","vot valido","vot nulo","total votantes","electores en padron","codigo_circuito","codigo_circuito1"
"1467",6458,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","1","282","7","320","400","  350","  350"
"1468",6459,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","282","7","320","400","  350","  350"
"1469",6460,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","182","282","7","320","400","  350","  350"
"1470",6461,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","2","282","7","320","400","  350","  350"
"1471",6462,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","282","7","320","400","  350","  350"
"1472",6463,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","78","282","7","320","400","  350","  350"
"1473",6464,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","1","282","7","320","400","  350","  350"
"1474",6465,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","2","282","7","320","400","  350","  350"
"1475",6466,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","282","7","320","400","  350","  350"
"1476",6467,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 350   - CANDELARIA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","0","282","7","320","400","  350","  350"
"1477",6468,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","5","959","15","1.758","1.975","  361","  361"
"1478",6469,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","34","959","15","1.758","1.975","  361","  361"
"1479",6470,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","2","959","15","1.758","1.975","  361","  361"
"1480",6471,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","1","959","15","1.758","1.975","  361","  361"
"1481",6472,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","47","959","15","1.758","1.975","  361","  361"
"1482",6473,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","3","959","15","1.758","1.975","  361","  361"
"1483",6474,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","6","959","15","1.758","1.975","  361","  361"
"1484",6475,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","853","959","15","1.758","1.975","  361","  361"
"1485",6476,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","959","15","1.758","1.975","  361","  361"
"1486",6477,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","2","959","15","1.758","1.975","  361","  361"
"1487",6478,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","2","959","15","1.758","1.975","  361","  361"
"1488",6479,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 361   - LAS ARRIAS","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","4","959","15","1.758","1.975","  361","  361"
"1489",6520,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","71","4.690","139","5.171","7.047","  10C","  10C"
"1490",6521,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","548","4.690","139","5.171","7.047","  10C","  10C"
"1491",6522,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","214","4.690","139","5.171","7.047","  10C","  10C"
"1492",6523,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","12","4.690","139","5.171","7.047","  10C","  10C"
"1493",6524,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","431","4.690","139","5.171","7.047","  10C","  10C"
"1494",6525,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","114","4.690","139","5.171","7.047","  10C","  10C"
"1495",6526,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","11","4.690","139","5.171","7.047","  10C","  10C"
"1496",6527,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","3.155","4.690","139","5.171","7.047","  10C","  10C"
"1497",6528,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","12","4.690","139","5.171","7.047","  10C","  10C"
"1498",6529,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","48","4.690","139","5.171","7.047","  10C","  10C"
"1499",6530,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","18","4.690","139","5.171","7.047","  10C","  10C"
"1500",6531,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 10C   - COMERCIAL","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","56","4.690","139","5.171","7.047","  10C","  10C"
"1501",6586,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","71","0","71","109","  221","  221"
"1502",6587,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","6","71","0","71","109","  221","  221"
"1503",6588,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","1","71","0","71","109","  221","  221"
"1504",6589,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","71","0","71","109","  221","  221"
"1505",6590,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","15","71","0","71","109","  221","  221"
"1506",6591,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","1","71","0","71","109","  221","  221"
"1507",6592,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","71","0","71","109","  221","  221"
"1508",6593,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","48","71","0","71","109","  221","  221"
"1509",6594,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","71","0","71","109","  221","  221"
"1510",6595,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","0","71","0","71","109","  221","  221"
"1511",6596,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","71","0","71","109","  221","  221"
"1512",6597,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 221   - EL ALCALDE","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","0","71","0","71","109","  221","  221"
"1513",6624,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","24","2","29","56","   39","   39"
"1514",6625,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","4","24","2","29","56","   39","   39"
"1515",6626,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","0","24","2","29","56","   39","   39"
"1516",6627,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","24","2","29","56","   39","   39"
"1517",6628,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","6","24","2","29","56","   39","   39"
"1518",6629,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","0","24","2","29","56","   39","   39"
"1519",6630,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","24","2","29","56","   39","   39"
"1520",6631,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","13","24","2","29","56","   39","   39"
"1521",6632,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","24","2","29","56","   39","   39"
"1522",6633,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","0","24","2","29","56","   39","   39"
"1523",6634,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","24","2","29","56","   39","   39"
"1524",6635,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 39    - SANTA TERESA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","1","24","2","29","56","   39","   39"
"1525",6636,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","44","2","47","89","  101","  101"
"1526",6637,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","3","44","2","47","89","  101","  101"
"1527",6638,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","0","44","2","47","89","  101","  101"
"1528",6639,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","44","2","47","89","  101","  101"
"1529",6640,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","26","44","2","47","89","  101","  101"
"1530",6641,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","0","44","2","47","89","  101","  101"
"1531",6642,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","44","2","47","89","  101","  101"
"1532",6643,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","14","44","2","47","89","  101","  101"
"1533",6644,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","44","2","47","89","  101","  101"
"1534",6645,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","1","44","2","47","89","  101","  101"
"1535",6646,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","44","2","47","89","  101","  101"
"1536",6647,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 101   - TOYOS","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","0","44","2","47","89","  101","  101"
"1537",6762,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","188","12.244","403","13.719","18.365","   40","   40"
"1538",6763,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","2.473","12.244","403","13.719","18.365","   40","   40"
"1539",6764,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","428","12.244","403","13.719","18.365","   40","   40"
"1540",6765,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","28","12.244","403","13.719","18.365","   40","   40"
"1541",6766,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","966","12.244","403","13.719","18.365","   40","   40"
"1542",6767,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","625","12.244","403","13.719","18.365","   40","   40"
"1543",6768,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","30","12.244","403","13.719","18.365","   40","   40"
"1544",6769,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","6.997","12.244","403","13.719","18.365","   40","   40"
"1545",6770,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","9","12.244","403","13.719","18.365","   40","   40"
"1546",6771,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","162","12.244","403","13.719","18.365","   40","   40"
"1547",6772,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","77","12.244","403","13.719","18.365","   40","   40"
"1548",6773,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 40    - UNQUILLO","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","261","12.244","403","13.719","18.365","   40","   40"
"1549",6774,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 222   - VILLA FONTANA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","773","2","845","938","  222","  222"
"1550",6775,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 222   - VILLA FONTANA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","34","773","2","845","938","  222","  222"
"1551",6776,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 222   - VILLA FONTANA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","0","773","2","845","938","  222","  222"
"1552",6777,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 222   - VILLA FONTANA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","1","773","2","845","938","  222","  222"
"1553",6778,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 222   - VILLA FONTANA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","243","773","2","845","938","  222","  222"
"1554",6779,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 222   - VILLA FONTANA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","3","773","2","845","938","  222","  222"
